Subtype_of_Art,Type_of_Art,Title,Date_made,Credit,ArtistName,BirthDate,DeathDate,Inscription,Accession_id,Pic_URL,Dimensions
oil on wood panel,painting,Self-Portrait,1899,Gift of Mr. Harold Wagner,Lucia K. Mathews,1870,1955, TOM.  Mathews Exhibition.  1972. TOM.  Mathews Exhibition.  1985. TOM.  California Artists:  A Group Portrait in Mixed Media.  1987-1988.,A64.59.100,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A64.59.100_DGMA_030_02_0.jpg,10 in HIGH x 10.625 in WIDE(25.40 cm HIGH x 26.99 cm WIDE)
oil on canvas,painting,Portrait of Lucia K. Mathews,1899,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews | Lucia Mathews,1860,1945, TOM.  Mathews Exhibition.  1972.  (Cat.) TOM.  Mathews Exhibition.  1985. TOM.  California Artists:  A Group Portrait in Mixed Media.  1987-1988.,A66.196.14,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A66.196.14_DGMA_133_02.jpg,14 in HIGH x 12 in WIDE(35.56 cm HIGH x 30.48 cm WIDE)
oil on wood panel,painting,Emerald Bay,1905,"The Oakland Museum of California, Gift of Concours d'Antiques, Art Guild",Arthur B. Davies,0,0, MOMA.  1976. Tacoma Art Museum.  1979. The American-Australian Foundation for the Arts.  Dec 1986 thru April 1987.,A71.71.1,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A71.71.1_DGAH_101_02.jpg,5.13 in HIGH x 9.375 in WIDE(13.03 cm HIGH x 23.81 cm WIDE)
oil on wood panel,painting,Lake Tahoe,1905,"The Oakland Museum of California, Gift of Concours d'Antiques, Art Guild",Arthur B. Davies,0,0, Tacoma Art Museum.  1979. The American-Australian Foundation for the Arts. Dec 1986 thru Apr 1987.,A71.71.2,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A71.71.2_DGAH_124_02.jpg,5.375 in HIGH x 9.375 in WIDE(13.65 cm HIGH x 23.81 cm WIDE)
oil on wood panel,painting,North From Mt. TamalpaisMt. Tamalpais,1905,"The Oakland Museum of California, Gift of Concours d'Antiques, Art Guild",Arthur B. Davies,0,0," MOMA.  The Natural Paradise, Ptg. in Amer. 1800-1950.  1976. Tacoma Art Museum.  1979. The American-Australian Foundation for the Arts.  Dec 1986 through April 1987.Facing Eden: One Hundred Years of Landscape Art in the San Francisco Bay Area, M.H. de You",A71.71.4,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A71.71.4_DGAH_143_02.jpg,5.25 in HIGH x 9.375 in WIDE(13.33 cm HIGH x 23.81 cm WIDE)
oil on canvas,painting,Chinese Robe,1910,Gift of Dr. William S. Porter,Maren M. Froelich,0,0, PPIE. S.F. 1915. Mills College Art Gallery.  1981-82.,A53.277,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A53.277_DGAH_025_02.jpg,51 in HIGH x 31.5 in WIDE(129.54 cm HIGH x 80.01 cm WIDE)
oil on canvas,painting,Warm Afternoon,1910,Museum Donors Acquisition Fund,Guy Rose,1867,1925," PPIE.  1915.  (titled Hot Afternoon) Mills College Art Gallery. 1973. TOM.  Impressionism, The California View.  1981-82. Cummer Gallery of Art, Oct 15, 1986 through January 11, 1987, 25th  Anniversary, Curator, Dr. Gerdts.//Guy Rose, American Impressio",A67.43,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A67.43_DGAL_1121_01.jpg,29 in HIGH x 23.5 in WIDE(73.66 cm HIGH x 59.69 cm WIDE)
oil on canvas,painting,Landscape--San Francisco,1910,Gift of the Art Guild,Arthur Mathews | Lucia Mathews,1860,1945," TOM.  Mathews Exhibition.  1972. Pasadena, Ca.  California Design:  1910.  1974. SFMMA.  California:  The Modern Era.  1976. TOM.  Mathews Exhibition.  1985.",A65.13.9,http://collections.museumca.org/?q=system/files/imagecache/100_Square/A65.13.9_DGMA_057.1_02.jpg,26 in HIGH x 30 in WIDE(66.04 cm HIGH x 76.20 cm WIDE)
oil on canvas,painting,The Foothill,1915,,Karl Schmidt,0,0,,2002.28.11,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0012447.jpg,9.75 in|16 in HIGH x 13.75 in|19.5 in WIDE(24.76 cm|40.64 cm HIGH x 34.92 cm|49.53 cm WIDE)
oil on canvas,painting,Untitled (Two trees),1915,,Karl Schmidt,0,0,,2002.28.7,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0012451.jpg,25.25 in HIGH x 10 in WIDE(64.13 cm HIGH x 25.40 cm WIDE)
masonite,painting,Untitled (seaplane),1915,,Karl Schmidt,0,0,,2002.28.9,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0012449.jpg,20 in HIGH x 24 in WIDE(50.80 cm HIGH x 60.96 cm WIDE)
oil on canvas,painting,"Alaska Packers Yard, Alameda",1920,"Gift of Dr. and Mrs. Frederick G. Novy, Jr.",Maurice Logan,0,0," TOM.  Society of Six.  1972. TOM.  Impressionism, The California View.  1982-82 (t). de Young.  CA Colorists:  Ptgs. of the Society of Six.  1989.                                                    Crocker Art Museum, California Modernist Painting, Nov 1",A73.20.2,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A73.20.2_DGAH_014_02.jpg,13 in HIGH x 18 in WIDE(33.02 cm HIGH x 45.72 cm WIDE)
oil on board,painting,Sierra Nevada,1920,,Louis Siegrist,0,0,,2007.80.1,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0021669.jpg,8.125 in HIGH x 6.875 in WIDE x 1 in DEEP(20.64 cm HIGH x 17.46 cm WIDE x 2.54 cm DEEP)
oil on canvas,painting,Monterey Wharf|Lowering the Lifeboat,1921,"Gift of Mrs. Frederick G. Novy, Jr.",Armin Hansen,0,0,,A84.9,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A84.9_DGAH_027_02.jpg,33.5 in HIGH x 39 in WIDE(85.09 cm HIGH x 99.06 cm WIDE)
oil on wood panel,painting,Estuary Dwellings,1928,Gift of Donn Schroder,William Clapp,0,0," SFMMA.  Ca.  Painting and Sculpture in California:  The Modern Era.  1976. Flint Institute of the Arts.  Art of the Twenties.  1978. Crocker Art Museum. Sacramento, Ca. From Exposition to Exposition.  1981. de Young.  CA Colorists:  Ptgs. of the Society o",A58.64.30,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0001926.jpg,20 in HIGH x 16.5 in WIDE(50.80 cm HIGH x 41.91 cm WIDE)
oil on canvas,painting,The Orange Grove,1940,Gift of the Women's Board of the Oakland Museum Association,George Knapp,0,0," TOM, Cat and a Ball on a Waterfall:  200 Years of California Folk Painting and Sculpture, 1986.St. Mary's College, Fascination with Trains, Nov 21, 1993 - Jan 9, 1994.  San Francisco Craft and Folk Art Museum, Working Folk, June 3 - Aug. 6, 1995",A85.41.1,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/0600715b.jpg,20 in HIGH x 26 in WIDE(50.80 cm HIGH x 66.04 cm WIDE)
oil on canvas,painting,Tractored Out,1941,Gift of John Smith,Bernard Zakheim,0,0,,2003.62.1,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0006395.jpg,49.5 in HIGH x 37.25 in WIDE(125.73 cm HIGH x 94.61 cm WIDE)
oil on masonite,painting,Encounter,1945,Gift of the Women's Board,David Park,1911,1960," California Palace of the Legion of Honor, 1945 (see label, verso)//Newport Harbor Art Museum, David Park Retrospective, 1977 - 1978",A62.35.1,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/0600846b.jpg,9.5 in HIGH x 11.875 in WIDE(24.13 cm HIGH x 30.16 cm WIDE)
oil on canvas,painting,Rehearsal,1949,Gift of the Anonymous Donor Program of the American Federation of Arts,David Park,1911,1960," LACMA: Made in California, 2000. SFMMA.  California: The Modern Era.  1976. SFAI.  1969. TOM.  A Period of Exploration.  1973. SFMMA.  1976 - 1977. Newport Harbor Art Museum.  Park Retrospective.  1977-1978. New York University - Grey Art Gallery.  The Fi",A62.34,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A62.34_DGAL_1057_01.jpg,46 in HIGH x 35.75 in WIDE(116.84 cm HIGH x 90.80 cm WIDE)
watercolor,painting,Lake Merritt Courthouse,1950,Reichel Fund Purchase,Jade Fon,0,0," Scene in Oakland, ASG (OMCA) Spring 2002",2001.25.1,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0000879.jpg,14.875 in HIGH x 22.125 in WIDE(37.78 cm HIGH x 56.20 cm WIDE)
colored pencil,painting,untitled,1950,Anonymous lender,Martin Ramirez,0,0,,L2009.2.1,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0031043.jpg,34.5 in HIGH x 24 in WIDE(87.63 cm HIGH x 60.96 cm WIDE)
oil on canvas,painting,Portrait of Richard Diebenkorn,1953,Gift of Mrs. Roy Moore,David Park,1911,1960," TOM, David Park Retrospective Show, 1962 Heritage Gallery, 1968 Newport Harbor Art Museum, David Park Retrospective, 1977 - 1978 TOM.  California Artists:  A Group Portrait in Mixed Media.  1987-1988. Whitney Museum of Am. Art.  David Park Retro.  1988-19",A65.214.13,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.214.13_DGAH_039_02.jpg,20 in HIGH x 14.125 in WIDE(50.80 cm HIGH x 35.88 cm WIDE)
oil on canvas,painting,Solitaire,1954,Gift of the Art Guild of the Oakland Museum Association,David Park,1911,1960," Colorado Springs Fine Arts Center, Museum Aqusitions, 1962 Newport Harbor Art Museum, David Park Retrospective, 1977 - 1978 TOM.  David Park (organized by Whitney, Oakland venue only).  1989.//Cal. State LA 1992?",A62.33,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A62.33_DGAL_1056_01.jpg,30 in HIGH x 24.25 in WIDE(76.20 cm HIGH x 61.59 cm WIDE)
oil on canvas,painting,Figure in Landscape,1957,Gift of the Women's Board of the Oakland Museum Association,Elmer Bischoff,1916,1991," OAM.  Contemporary Bay Area Figurative Painting.  1957. CPLH, S.F.  Winter Invitational.  1960. TOM.  Elmer Bischoff: Figurative Paintings, 1957-72.  1975. SFMMA.  Bay Area Figurative: 1950-65.  1989.",A57.17.2,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A57.17.2_DGAH_141_02.jpg,52 in HIGH x 57.5 in WIDE(132.08 cm HIGH x 146.05 cm WIDE)
acrylic,painting,Untitled (Anti-War series),1960,Gift of Emmarie Bartelme,Clayton Pinkerton,0,0,,2004.122.1,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0012443.jpg,12 in HIGH x 12 in WIDE(30.48 cm HIGH x 30.48 cm WIDE)
oil on canvas,painting,"Still Life, Fruit",1960,Gift of the Lyle R. Scott Collection,Frank Day,0,0,,2006.75.12,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0022999.jpg,16 in HIGH x 20 in WIDE(40.64 cm HIGH x 50.80 cm WIDE)
oil on canvas,painting,"Still Life, Fruit with Eyes",1960,Gift of the Lyle R. Scott Collection,Frank Day,0,0," MEMORY AND IMAGINATION: The Legacy of Maidu Indian Artist Frank Day - March 15 to Oct. 19, 1997, Oakland Museum of California.",2006.75.13,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0023001.jpg,16 in HIGH x 20 in WIDE(40.64 cm HIGH x 50.80 cm WIDE)
oil on canvas,painting,Crying Child,1960,Gift of the Lyle R. Scott Collection,Frank Day,0,0," MEMORY AND IMAGINATION: The Legacy of Maidu Indian Artist Frank Day - March 15 to Oct. 19, 1997, Oakland Museum of California.",2006.75.15,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0023002.jpg,16 in HIGH x 20 in WIDE(40.64 cm HIGH x 50.80 cm WIDE)
oil on canvas,painting,Train at Susanville,1960,Gift of the Lyle R. Scott Collection,Frank Day,0,0," MEMORY AND IMAGINATION: The Legacy of Maidu Indian Artist Frank Day - March 15 to Oct. 19, 1997, Oakland Museum of California.",2006.75.19,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0023006.jpg,18 in HIGH x 14 in WIDE(45.72 cm HIGH x 35.56 cm WIDE)
masonite,painting,Earth Pattern,1960,,Lundy Siegriest,0,0,,2007.52.153,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0025885.jpg,36 in HIGH x 30 in WIDE x 1 in DEEP(91.44 cm HIGH x 76.20 cm WIDE x 2.54 cm DEEP)
oil on canvas,painting,Sailing Ship,1960,Gift of the Lyle R. Scott Collection,Frank Day,0,0," MEMORY AND IMAGINATION: The Legacy of Maidu Indian Artist Frank Day - March 15 to Oct. 19, 1997, Oakland Museum of California.",2006.75.7,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0022415.jpg,16 in HIGH x 20 in WIDE(40.64 cm HIGH x 50.80 cm WIDE)
oil on canvasboard,painting,Spring Gathering,1960,Gift of the Lyle R. Scott Collection,Frank Day,0,0,,2006.75.8,http://collections.museumca.org/?q=system/files/imagecache/100_Square/z0022416.jpg,16 in HIGH x 20 in WIDE(40.64 cm HIGH x 50.80 cm WIDE)
oil on canvasboard,painting,Southwest with Sheep,1960,Gift of the Lyle R. Scott Collection,Frank Day,0,0," MEMORY AND IMAGINATION: The Legacy of Maidu Indian Artist Frank Day - March 15 to Oct. 19, 1997, Oakland Museum of California.",2006.75.10,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0022420.jpg,16 in HIGH x 20 in WIDE(40.64 cm HIGH x 50.80 cm WIDE)
oil paint,painting,Hurry for Peace My Way,1960,Anonymous lender,Peter Mason Bond,0,0,,L2009.2.2,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0031792.jpg,
oil on canvas,painting,Portrait of Lupe,1964,Gift of Noel Neri,Joan Brown,1938,1990," Transformation:the Art of Joan Brown; Oakland Museum of California, Sept. 26, 1998-January 17, 1999",2000.75.1,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0011193.jpg,30.125 in HIGH x 25.25 in WIDE(76.52 cm HIGH x 64.13 cm WIDE)
oil on canvas,painting,Browned Bare,1970,The Oakland Museum Founders Fund,Mel Ramos,0,0," TOM.  Mel Ramos: Paintings 1959-1977.  1977. Rose Art Museum, Brandeis Univ.  Waltham, Ma.  Mel Ramos: A Twenty-Years Survey.  1980.",A71.15,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A71.15_DGAH_067_02.jpg,82.63 in HIGH x 70.63 in WIDE(209.88 cm HIGH x 179.40 cm WIDE)
acrylic,painting,Tree Huggers,2007,Acquired through funds provided by Judy and Bill Timken ,David Huffman,0,0,,2008.96.1,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/2008.96.1_DGAL_071_01.jpg,60 in HIGH x 72 in WIDE x 1.75 in DEEP(152.40 cm HIGH x 182.88 cm WIDE x 4.44 cm DEEP)
oil on canvas,painting,The Golden Gate  (Fort Point from China Beach),1849,The Oakland Museum Kahn Collection,Gideon Jacques Denny,0,0, TOM.  One Hundred Years of California Printing from 1849.  1966.,A66.37,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A66.37_DGAH_086_02.jpg,30 in HIGH x 25 in WIDE(76.20 cm HIGH x 63.50 cm WIDE)
oil on canvas,painting,Mountain Jack and a Wandering Miner,1850,"Collection of the Oakland Museum of California, gift of Concours d'Antiques, Art Guild",E. Hall Martin,1818,1851," The Trust for Museum Exhibitions. American WeWestern Art: From Myth to Reality///  OMCA: The Art of the Gold Rush//// WMMA.  N.Y.C.  The American Frontier: Images and Myths.  1973. NCFA, Smithsonian Inst.  Washington, D.C.  America As Art.  1976. TOM. 1",A73.48,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0024714.jpg,39.5 in HIGH x 72 in WIDE(100.33 cm HIGH x 182.88 cm WIDE)
oil on canvas,painting,Santa Clara Valley,1858,,Alexander Edouart,0,0,,A94.3.1,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0006459.jpg,30 in HIGH x 52 in WIDE(76.20 cm HIGH x 132.08 cm WIDE)
oil on canvas,painting,Playing School,1880,The Oakland Museum Kahn Collection,William Hahn,0,0," Whitney Museum of American Art.  N.Y.  The Painters America.  1974. The Hudson River Museum, Yonkers, N.Y., domestic Bliss,May 4 - July 27, 1986, see notes for tour.",A66.125,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A66.125_DGAH_010_02.jpg,34 in HIGH x 27 in WIDE(86.36 cm HIGH x 68.58 cm WIDE)
oil on canvas,painting,View of Hetch-Hetchy,1885,Gift of Dr. and Mrs. Bruce Friedman,Ferdinand Richardt,1819,1895," The Edge - Oakland Museum of California, June 2 - October 14, 2007.",A76.54,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0006465.jpg,34.5 in HIGH x 30.75 in WIDE(87.63 cm HIGH x 78.10 cm WIDE)
oil on canvas,painting,The Wet Sand,1890,Gift of Dr. William S. Porter,Charles Dorman Robinson,0,0, Pomona College Art Gallery.  1962. U.C. Davis.  1964. CHS.  Robinson Exhib.  1965. Fresno Arts Ctr. Survey of American Painting.  1977-78. Tampa Art Museum.  1990.,A53.57,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A53.57_DGAH_040_02.jpg,21.25 in HIGH x 30 in WIDE(53.97 cm HIGH x 76.20 cm WIDE)
oil on wood panel,painting,"Mt. Diablo, California",1905,"The Oakland Museum of California, Gift of Concours d'Antiques, Art Guild",Arthur B. Davies,0,0, Tacoma Art Museum.  1979. The American-Australian Foundation for the Arts.  Dec 1986 through April 1987.,A71.71.3,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A71.71.3_DGAH_126_02.jpg,5.75 in HIGH x 8.75 in WIDE(14.60 cm HIGH x 22.22 cm WIDE)
oil on canvas,painting,Bird-nesting,1909,Gift of Donn Schroder,William Clapp,0,0," Lent to Mills College Art Gallery, 1973. Lent to Oakland City Hall, 1974. Lent to administration offices, 1977. Lent to Broliech, Phleger & Harrison, 1977. Lent to museum administration offices, 1981. Lent to Impressionism: The California View, 1890-",A58.64.59,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A58.64.59_DGAH_137_02.jpg,36.5 in HIGH x 28.75 in WIDE(92.71 cm HIGH x 73.02 cm WIDE)
oil on canvas,painting,Untitled  ((Mural)),1911,"The Oakland Museum of California, Gift of Concours d'Antiques, Art Guild",Arthur Mathews | Lucia Mathews,1860,1945, TOM.  Mathews Exhib.  1972.  Catalog #86. TOM.  Mathews Exhibition.  1985.,A72.8.1,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A72.8.1_DGMA_177_02.jpg,49 in HIGH x 80 in WIDE(124.46 cm HIGH x 203.20 cm WIDE)
oil on canvas,painting,Youth,1917,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews | Lucia Mathews,1860,1945," The Golden Gate International Exposition, 1939. TOM, Mathews: Masterpieces of the California Decorative Style, 1972. TOM, Mathews Exhibition, 1985.  OMCA, Great Hall, California as Muse: The Art of Arthur and Lucia Mathews 10/28/2006 - 03/25/2007; traveling to Norton Museum of Art and Akron Art Museum, Fall 2007 - Fall 2008.",A66.196.24,http://collections.museumca.org/?q=system/files/imagecache/100_Square/A66.196.24_DGMA_145_02.jpg,39 in HIGH x 50 in WIDE(99.06 cm HIGH x 127.00 cm WIDE)
oil on canvas,painting,California Data,1925,"Gift of the Reichel Fund; Joseph Ambrose, Jr. and Michael D. Fedderson; Bente and Gerald E. Buck; Perlmutter Fine Arts; Richard York Gallery; and Jennifer and Hal Burroughs",Henrietta Shore,0,0," Paintings by Henrietta Shore, The Fine Arts Society of San Diego (no.33), Los Angeles Museum of History, Science and Art, 1927 (no.16); Henreietta Shore, Georgette Passedoit Gallery, New York, 1939 (no.4);  Henrietta Shore, A Retrospective Exhibition: 190",A97.6,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A97.6_DGAH_181_02.jpg,30.25 in HIGH x 26 in WIDE(76.83 cm HIGH x 66.04 cm WIDE)
oil on canvas,painting,Earth Patterns,1932,"Gift of Johnson, Howard E.",Rinaldo Cuneo,0,0," Museo Italo Americano, SF, Ca.  Italian American Artists in California, 1875-1925.  1981.",A79.70.29,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A79.70.29_DGAH_142_02.jpg,30 in HIGH x 36 in WIDE(76.20 cm HIGH x 91.44 cm WIDE)
oil on canvas,painting,Storm Over Coit Tower|Untitled (self portrait),1934,"Gift of Harold R. (Bart) Wilson, Jr.",Dorothy Winslade,0,0," Oakland Art Gallery, 1939 (Coit Tower)// Recent Acquisitions: California Art 1900-1935 (OM Perspective Gallery 6/23/1997 - )",A95.41,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A95.41_DGAH_189_02.jpg,20.25 in|19.75 in HIGH x 15.75 in|15.875 in WIDE(51.43 cm|50.16 cm HIGH x 40.00 cm|40.32 cm WIDE)
oil on canvas,painting,We Do Our Part - NRA Barber Shop,1934,Gift of the Estate of Marjorie Eaton by Exchange,John Hubbard Rich,0,0," GGIE, 1939; Panama-California Exposition, 1915 (Silver Medal)",A93.2.1,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A93.2.1_DGSB_482_02.jpg,28 in HIGH x 36 in WIDE(71.12 cm HIGH x 91.44 cm WIDE)
